Zaman (sn),Voltaj (V),Label
11.0410,1.8446,3
11.0411,1.8446,3
11.0411,1.8366,3
11.0411,1.8374,3
11.0411,1.8664,3
11.0411,1.8922,3
11.0411,1.9204,3
11.0412,1.9421,3
11.0412,1.9631,3
11.0412,1.9824,3
11.0412,1.9977,3
11.0412,2.0187,3
11.0412,2.0195,3
11.0413,2.0211,3
11.0413,2.0130,3
11.0413,1.9969,3
11.0413,1.9736,3
11.0413,1.9518,3
11.0413,1.9228,3
11.0414,1.8938,3
11.0414,1.8551,3
11.0414,1.8269,3
11.0414,1.7971,3
11.0414,1.7705,3
11.0414,1.7374,3
11.0415,1.7108,3
11.0415,1.6746,3
11.0415,1.6536,3
11.0415,1.6230,3
11.0415,1.5964,3
11.0415,1.5803,3
11.0416,1.5650,3
11.0416,1.5505,3
11.0416,1.5336,3
11.0416,1.5158,3
11.0416,1.5062,3
11.0416,1.4989,3
11.0416,1.4949,3
11.0417,1.4916,3
11.0417,1.4941,3
11.0417,1.5199,3
11.0417,1.5086,3
11.0417,1.5263,3
11.0417,1.5392,3
11.0418,1.5650,3
11.0418,1.5827,3
11.0418,1.6045,3
11.0418,1.6238,3
11.0418,1.6190,3
11.0418,1.6351,3
11.0419,1.6319,3
11.0419,1.6190,3
11.0419,1.5996,3
11.0419,1.5884,3
11.0419,1.5698,3
11.0419,1.5738,3
11.0420,1.5585,3
11.0420,1.5231,3
11.0420,1.5070,3
11.0420,1.4820,3
11.0420,1.4634,3
11.0420,1.4562,3
11.0421,1.4465,3
11.0421,1.4465,3
11.0421,1.4489,3
11.0421,1.4449,3
11.0421,1.4497,3
11.0421,1.4232,3
11.0421,1.4070,3
11.0422,1.3998,3
11.0422,1.3917,3
11.0422,1.3917,3
11.0422,1.3901,3
11.0422,1.4062,3
11.0422,1.4272,3
11.0423,1.4368,3
11.0423,1.4522,3
11.0423,1.4796,3
11.0423,1.4820,3
11.0423,1.5182,3
11.0423,1.5513,3
11.0424,1.5884,3
11.0424,1.6214,3
11.0424,1.6456,3
11.0424,1.6440,3
11.0424,1.6359,3
11.0424,1.6117,3
11.0425,1.5875,3
11.0425,1.5682,3
11.0425,1.5448,3
11.0425,1.5255,3
11.0425,1.5045,3
11.0425,1.5247,3
11.0426,1.5400,3
11.0426,1.5642,3
11.0426,1.5843,3
11.0426,1.6375,3
11.0426,1.6327,3
11.0426,1.6617,3
11.0427,1.7020,3
11.0427,1.7253,3
11.0427,1.7487,3
11.0427,1.7737,3
11.0427,1.8035,3
11.0427,1.8245,3
11.0427,1.8503,3
11.0428,1.8511,3
11.0428,1.8438,3
11.0428,1.8309,3
11.0428,1.7979,3
11.0428,1.7584,3
11.0428,1.7229,3
11.0429,1.7100,3
11.0429,1.6979,3
11.0429,1.6891,3
11.0429,1.6826,3
11.0429,1.6794,3
11.0430,1.6955,3
11.0430,1.7060,3
11.0430,1.7189,3
11.0430,1.7205,3
11.0430,1.7302,3
11.0430,1.7358,3
11.0431,1.7020,3
11.0431,1.6915,3
11.0431,1.6544,3
11.0431,1.6254,3
11.0431,1.5948,3
11.0431,1.5521,3
11.0432,1.5190,3
11.0432,1.4949,3
11.0432,1.4925,3
11.0432,1.4925,3
11.0432,1.4884,3
11.0432,1.4820,3
11.0432,1.4546,3
11.0433,1.4336,3
11.0433,1.4344,3
11.0433,1.4651,3
11.0433,1.5158,3
11.0433,1.5787,3
11.0434,1.6190,3
11.0434,1.6472,3
11.0434,1.6673,3
11.0434,1.6963,3
11.0434,1.7068,3
11.0434,1.6963,3
11.0435,1.6818,3
11.0435,1.6577,3
11.0435,1.6254,3
11.0435,1.5771,3
11.0435,1.5344,3
11.0435,1.5005,3
11.0436,1.4812,3
11.0436,1.4755,3
11.0436,1.4844,3
11.0436,1.4860,3
11.0436,1.5029,3
11.0436,1.5416,3
11.0437,1.6528,3
11.1314,1.6625,3
11.1314,1.7527,3
11.1315,1.8446,3
11.1315,1.9333,3
11.1315,2.0130,3
11.1315,2.0775,3
11.1315,2.1154,3
11.1315,2.1299,3
11.1316,2.1194,3
11.1316,2.0695,3
11.1316,1.9913,3
11.1316,1.9147,3
11.1316,1.8744,3
11.1316,1.8245,3
11.1317,1.8027,3
11.1317,1.7705,3
11.1317,1.7213,3
11.1317,1.6826,3
11.1317,1.6432,3
11.1318,1.6061,3
11.1318,1.5787,3
11.1318,1.5763,3
11.1318,1.5811,3
11.1318,1.6174,3
11.1319,1.6714,3
11.1319,1.7431,3
11.1319,1.8406,3
11.1319,1.9333,3
11.1319,2.0163,3
11.1319,2.0823,3
11.1320,2.1226,3
11.1320,2.1283,3
11.1320,2.1097,3
11.1320,2.0485,3
11.1320,1.9663,3
11.1320,1.8777,3
11.1321,1.7818,3
11.1321,1.6673,3
11.1321,1.5505,3
11.1321,1.4449,3
11.1321,1.3474,3
11.1321,1.2781,3
11.1321,1.2394,3
11.1322,1.2015,3
11.1322,1.1669,3
11.1322,1.1580,3
11.1322,1.1338,3
11.1322,1.1443,3
11.1322,1.1749,3
11.1323,1.2193,3
11.1323,1.2894,3
11.1323,1.3619,3
11.1323,1.4417,3
11.1323,1.5158,3
11.1323,1.6012,3
11.1323,1.6842,3
11.1324,1.7576,3
11.1324,1.8148,3
11.1324,1.8438,3
11.1324,1.8648,3
11.1324,1.8591,3
11.1325,1.8212,3
11.1325,1.7576,3
11.1325,1.6649,3
11.1325,1.5666,3
11.1325,1.4876,3
11.1325,1.3853,3
11.1325,1.3256,3
11.1326,1.2733,3
11.1326,1.2700,3
11.1326,1.2765,3
11.1326,1.3434,3
11.1326,1.4304,3
11.1326,1.5569,3
11.1327,1.6488,3
11.1327,1.7471,3
11.1327,1.8293,3
11.1327,1.9026,3
11.1327,1.9494,3
11.1327,1.9703,3
11.1327,1.9582,3
11.1328,1.9163,3
11.1328,1.8817,3
11.1328,1.8317,3
11.1328,1.7801,3
11.1328,1.7326,3
11.1328,1.6842,3
11.1329,1.6432,3
11.1329,1.6133,3
11.1329,1.5843,3
11.1329,1.5634,3
11.1329,1.5473,3
11.1330,1.5392,3
11.1330,1.5311,3
11.1330,1.5448,3
11.1330,1.5448,3
11.1330,1.5569,3
11.1330,1.5545,3
11.1331,1.5489,3
11.1331,1.5424,3
11.1331,1.5730,3
11.1331,1.5747,3
11.1331,1.5738,3
11.1331,1.5456,3
11.1332,1.5271,3
11.1332,1.5271,3
11.1332,1.5561,3
11.1332,1.5892,3
11.1332,1.6311,3
11.1332,1.6883,3
11.1332,1.7431,3
11.1333,1.7818,3
11.1333,1.8100,3
11.1333,1.8196,3
11.1333,1.8092,3
11.1333,1.7729,3
11.1333,1.7326,3
11.1334,1.6834,3
11.1334,1.6375,3
11.1334,1.5811,3
11.1334,1.5497,3
11.1334,1.5150,3
11.1335,1.4997,3
11.1335,1.5142,3
11.1335,1.5505,3
11.1335,1.5908,3
11.1335,1.6198,3
11.1335,1.6488,3
11.1335,1.6778,3
11.1336,1.7189,3
11.1336,1.7713,3
11.1336,1.8148,3
11.1336,1.8204,3
11.1336,1.7818,3
11.1336,1.7294,3
11.1337,1.6738,3
11.1337,1.6262,3
11.1337,1.6093,3
11.1337,1.6327,3
11.1337,1.6996,3
11.1337,1.7947,3
11.1338,1.8833,3
11.1338,1.9808,3
11.1338,2.0670,3
11.1338,2.1339,3
11.1338,2.1734,3
11.1338,2.1645,3
11.1339,2.1218,3
11.1339,2.0517,3
11.1339,1.9695,3
11.1339,1.8817,3
11.1339,1.8116,3
11.1339,1.7536,3
11.1340,1.7084,3
11.1340,1.6915,3
11.1340,1.6851,3
11.1340,1.6826,3
11.1340,1.6883,3
11.1340,1.7108,3
11.1341,1.7568,3
11.1341,1.8027,3
11.1341,1.8551,3
11.1341,1.9091,3
11.1341,1.9647,3
11.1341,2.0163,3
11.1341,2.0541,3
11.1342,2.0807,3
11.1342,2.1073,3
11.1342,2.0920,3
11.1342,2.0533,3
11.1342,2.0130,3
11.1342,1.9663,3
11.1343,1.9292,3
11.1343,1.8978,3
11.1343,1.8575,3
11.1343,1.8059,3
11.1343,1.7640,3
11.1343,1.7020,3
11.1344,1.6383,3
11.1344,1.5593,3
11.1344,1.4715,3
11.1344,1.3893,3
11.2276,1.3152,3
11.2276,1.2531,3
11.2276,1.2217,3
11.2276,1.2064,3
11.2276,1.2193,3
11.2277,1.2467,3
11.2277,1.2837,3
11.2277,1.3264,3
11.2277,1.3434,3
11.2277,1.3474,3
11.2277,1.3361,3
11.2278,1.3224,3
11.2278,1.3071,3
11.2278,1.2797,3
11.2278,1.2459,3
11.2278,1.2241,3
11.2278,1.2032,3
11.2279,1.1870,3
11.2279,1.1629,3
11.2279,1.1604,3
11.2279,1.2048,3
11.2279,1.2837,3
11.2279,1.4006,3
11.2280,1.5231,3
11.2280,1.6440,3
11.2280,1.7616,3
11.2280,1.8591,3
11.2280,1.9163,3
11.2280,1.9236,3
11.2281,1.9051,3
11.2281,1.8672,3
11.2281,1.8156,3
11.2281,1.7503,3
11.2281,1.6971,3
11.2281,1.6762,3
11.2282,1.6802,3
11.2282,1.6988,3
11.2282,1.7415,3
11.2282,1.7713,3
11.2282,1.7777,3
11.2282,1.7906,3
11.2282,1.8132,3
11.2283,1.8430,3
11.2283,1.8817,3
11.2283,1.9010,3
11.2283,1.9171,3
11.2283,1.9244,3
11.2283,1.9139,3
11.2284,1.8978,3
11.2284,1.8744,3
11.2284,1.8607,3
11.2284,1.8486,3
11.2284,1.8301,3
11.2284,1.7955,3
11.2285,1.7455,3
11.2285,1.6851,3
11.2285,1.6375,3
11.2285,1.6077,3
11.2285,1.5843,3
11.2285,1.5505,3
11.2286,1.5199,3
11.2286,1.4675,3
11.2286,1.4070,3
11.2286,1.3619,3
11.2286,1.3401,3
11.2286,1.3313,3
11.2287,1.3152,3
11.2287,1.3111,3
11.2287,1.3522,3
11.2287,1.3684,3
11.2287,1.3917,3
11.2287,1.3772,3
11.2287,1.3192,3
11.2288,1.2515,3
11.2288,1.1983,3
11.2288,1.2160,3
11.2288,1.1758,3
11.2288,1.2314,3
11.2288,1.3071,3
11.2289,1.4014,3
11.2289,1.5078,3
11.2289,1.6166,3
11.2289,1.7245,3
11.2289,1.8261,3
11.2289,1.9163,3
11.2290,1.9864,3
11.2290,2.0308,3
11.2290,2.0396,3
11.2290,2.0251,3
11.2290,2.0074,3
11.2290,1.9824,3
11.2290,1.9470,3
11.2291,1.9228,3
11.2291,1.9067,3
11.2291,1.9067,3
11.2291,1.8962,3
11.2291,1.8430,3
11.2291,1.7624,3
11.2292,1.6915,3
11.2292,1.6391,3
11.2292,1.6198,3
11.2292,1.6319,3
11.2292,1.6851,3
11.2292,1.7721,3
11.2292,1.8656,3
11.2293,1.9163,3
11.2293,1.9486,3
11.2293,1.9881,3
11.2293,2.0275,3
11.2293,2.0493,3
11.2293,2.0606,3
11.2294,2.0477,3
11.2294,1.9953,3
11.2294,1.9856,3
11.2294,1.9228,3
11.2294,1.8366,3
11.2294,1.7511,3
11.2295,1.6407,3
11.2295,1.6037,3
11.2295,1.5142,3
11.2295,1.4143,3
11.2295,1.3039,3
11.2295,1.2297,3
11.2295,1.1806,3
11.2296,1.1709,3
11.2296,1.1991,3
11.2296,1.2588,3
11.2296,1.2620,3
11.2296,1.2289,3
11.2296,1.1854,3
11.2297,1.1669,3
11.2297,1.1870,3
11.2297,1.2378,3
11.2297,1.3071,3
11.2297,1.3740,3
11.2297,1.4497,3
11.2298,1.5344,3
11.2298,1.6270,3
11.2298,1.7302,3
11.2298,1.8229,3
11.2298,1.9212,3
11.2298,2.0098,3
11.2298,2.0759,3
11.2299,2.1089,3
11.2299,2.1541,3
11.2299,2.1678,3
11.2299,2.1404,3
11.2299,2.0501,3
11.2299,1.9590,3
11.2300,1.8406,3
11.2300,1.7495,3
11.2300,1.6528,3
11.2300,1.5456,3
11.2300,1.4207,3
11.2300,1.2950,3
11.2301,1.1661,3
11.2301,1.1129,3
11.2301,1.0653,3
11.2301,1.1113,3
11.2301,1.2112,3
11.2301,1.3289,3
11.2302,1.4755,3
11.2302,1.6391,3
11.2302,1.8253,3
11.2302,2.0155,3
11.2302,2.1694,3
11.2302,2.2862,3
11.2302,2.3942,3
11.2303,2.4458,3
11.2303,2.4788,3
11.2303,2.4377,3
11.2303,2.3314,3
11.2303,2.1307,3
11.2303,1.9042,3
11.2304,1.6851,3
11.2304,1.5005,3
11.2304,1.3619,3
11.2304,1.2918,3
11.2304,1.2676,3
11.2304,1.2781,3
11.2305,1.2966,3
11.2305,1.2974,3
11.2305,1.2805,3
11.2305,1.3643,3
11.2305,1.3466,3
11.2305,1.4054,3
11.2305,1.4739,3
11.2306,1.5432,3
11.2306,1.6246,3
11.2306,1.6971,3
11.2306,1.7801,3
11.2306,1.8551,3
11.3310,1.9478,3
11.3310,2.0122,3
11.3310,2.0606,3
11.3311,2.0856,3
11.3311,2.0888,3
11.3311,2.0445,3
11.3311,1.9590,3
11.3311,1.8430,3
11.3311,1.7399,3
11.3311,1.6375,3
11.3312,1.5464,3
11.3312,1.4755,3
11.3312,1.3337,3
11.3312,1.1459,3
11.3312,0.9727,3
11.3312,0.8510,3
11.3313,0.7873,3
11.3313,0.7696,3
11.3313,0.8413,3
11.3313,0.9711,3
11.3313,1.0766,3
11.3313,1.2499,3
11.3314,1.4070,3
11.3314,1.5666,3
11.3314,1.7044,3
11.3314,1.8043,3
11.3314,1.9679,3
11.3315,1.9558,3
11.3315,2.0195,3
11.3315,2.0364,3
11.3315,2.0235,3
11.3315,1.9985,3
11.3315,1.9228,3
11.3315,1.8293,3
11.3316,1.7245,3
11.3316,1.6004,3
11.3316,1.4916,3
11.3316,1.4135,3
11.3316,1.4014,3
11.3316,1.4296,3
11.3317,1.4957,3
11.3317,1.6021,3
11.3317,1.7189,3
11.3317,1.8478,3
11.3317,1.9437,3
11.3317,2.0179,3
11.3318,2.0525,3
11.3318,2.0711,3
11.3318,2.0662,3
11.3318,2.0662,3
11.3318,2.0259,3
11.3318,2.0018,3
11.3319,1.9639,3
11.3319,1.9462,3
11.3319,1.9308,3
11.3319,1.8914,3
11.3319,1.9147,3
11.3320,1.9139,3
11.3320,1.9026,3
11.3320,1.8978,3
11.3320,1.9276,3
11.3320,1.9558,3
11.3320,1.9727,3
11.3320,1.9768,3
11.3321,1.9325,3
11.3321,1.8954,3
11.3321,1.8164,3
11.3321,1.7560,3
11.3321,1.6681,3
11.3321,1.5505,3
11.3322,1.4248,3
11.3322,1.1983,3
11.3322,1.0347,3
11.3322,0.9324,3
11.3322,0.9010,3
11.3322,0.9138,3
11.3323,0.9098,3
11.3323,0.9324,3
11.3323,0.9936,3
11.3323,1.0952,3
11.3323,1.2064,3
11.3323,1.3426,3
11.3324,1.4739,3
11.3324,1.5980,3
11.3324,1.6899,3
11.3324,1.7495,3
11.3324,1.7874,3
11.3325,1.7801,3
11.3325,1.7302,3
11.3325,1.6842,3
11.3325,1.6198,3
11.3325,1.6029,3
11.3325,1.6045,3
11.3326,1.6182,3
11.3326,1.6158,3
11.3326,1.5940,3
11.3326,1.5497,3
11.3326,1.5255,3
11.3326,1.5569,3
11.3327,1.5207,3
11.3327,1.4691,3
11.3327,1.4038,3
11.3327,1.3812,3
11.3327,1.4264,3
11.3327,1.4973,3
11.3328,1.5988,3
11.3328,1.6907,3
11.3328,1.8027,3
11.3328,1.8881,3
11.3328,2.0114,3
11.3329,2.0791,3
11.3329,2.1355,3
11.3329,2.1952,3
11.3329,2.2282,3
11.3329,2.2459,3
11.3329,2.2685,3
11.3330,2.2395,3
11.3330,2.1508,3
11.3330,2.0477,3
11.3330,1.9333,3
11.3330,1.8269,3
11.3330,1.7479,3
11.3331,1.7133,3
11.3331,1.6568,3
11.3331,1.6520,3
11.3331,1.6520,3
11.3331,1.6770,3
11.3331,1.6762,3
11.3331,1.6778,3
11.3332,1.6746,3
11.3332,1.6633,3
11.3332,1.6391,3
11.3332,1.6093,3
11.3332,1.5859,3
11.3332,1.5714,3
11.3333,1.5650,3
11.3333,1.6021,3
11.3333,1.6303,3
11.3333,1.6746,3
11.3333,1.7181,3
11.3333,1.7616,3
11.3334,1.7681,3
11.3334,1.7882,3
11.3334,1.7818,3
11.3334,1.7648,3
11.3334,1.7334,3
11.3334,1.6125,3
11.3335,1.4095,3
11.3335,1.2177,3
11.3335,1.0807,3
11.3335,1.0025,3
11.3335,0.9308,3
11.3335,0.9138,3
11.3335,0.8832,3
11.3336,0.8945,3
11.3336,0.9566,3
11.3336,1.0686,3
11.3336,1.1846,3
11.3336,1.2563,3
11.3336,1.3313,3
11.3337,1.4135,3
11.3337,1.5190,3
11.3337,1.6214,3
11.3337,1.7028,3
11.3337,1.8204,3
11.3337,1.8632,3
11.3338,1.9034,3
11.3338,1.9333,3
11.3338,1.9470,3
11.3338,1.9792,3
11.3338,1.9470,3
11.3338,1.8551,3
11.3339,1.7278,3
11.3339,1.5658,3
11.3339,1.4062,3
11.3339,1.2539,3
11.3339,1.1338,3
11.3340,1.0154,3
11.3340,0.9227,3
11.3340,0.9348,3
11.3340,1.0242,3
11.3340,1.1862,3
11.3340,1.4014,3
11.3340,1.6351,3
11.3341,1.8607,3
11.3341,2.0429,3
11.3341,2.1847,3
11.3341,2.2919,3
11.3341,2.3491,3
11.3341,2.3434,3
11.3342,2.3515,3
11.3342,2.3160,3
11.3342,2.2621,3
11.3342,2.2161,3
11.3342,2.1452,3
11.3342,2.1089,3
11.3343,1.9889,3
11.3343,1.8938,3
11.3343,1.7979,3
11.3343,1.7052,3
11.3343,1.6520,3
11.3343,1.5875,3
11.3344,1.6053,3
11.3344,1.6230,3
11.3344,1.6520,3
11.3344,1.6480,3
11.3344,1.7262,3
11.3344,1.6810,3
11.4361,1.5924,3
11.4361,1.5231,3
11.4361,1.5231,3
11.4361,1.5811,3
11.4362,1.6480,3
11.4362,1.7407,3
11.4362,1.8430,3
11.4362,1.9397,3
11.4362,2.0445,3
11.4362,2.1130,3
11.4363,2.1396,3
11.4363,2.0574,3
11.4363,1.8382,3
11.4363,1.5182,3
11.4363,1.2765,3
11.4363,1.1064,3
11.4363,1.0210,3
11.4364,1.0516,3
11.4364,1.1161,3
11.4364,1.1991,3
11.4364,1.3192,3
11.4364,1.4860,3
11.4364,1.6238,3
11.4365,1.7237,3
11.4365,1.7761,3
11.4365,1.7995,3
11.4365,1.8414,3
11.4365,1.8720,3
11.4365,1.8809,3
11.4366,1.8632,3
11.4366,1.8325,3
11.4366,1.7971,3
11.4366,1.7592,3
11.4366,1.7213,3
11.4366,1.6899,3
11.4367,1.6480,3
11.4367,1.6834,3
11.4367,1.6657,3
11.4367,1.6496,3
11.4367,1.6158,3
11.4367,1.5875,3
11.4367,1.5884,3
11.4368,1.6053,3
11.4368,1.6343,3
11.4368,1.6754,3
11.4368,1.7294,3
11.4368,1.8067,3
11.4368,1.7761,3
11.4369,1.7560,3
11.4369,1.7278,3
11.4369,1.7028,3
11.4369,1.6528,3
11.4369,1.5996,3
11.4370,1.5634,3
11.4370,1.5166,3
11.4370,1.4788,3
11.4370,1.4699,3
11.4370,1.5053,3
11.4370,1.5537,3
11.4371,1.6214,3
11.4371,1.6673,3
11.4371,1.6399,3
11.4371,1.5803,3
11.4371,1.5529,3
11.4371,1.4562,3
11.4371,1.3603,3
11.4372,1.2547,3
11.4372,1.1878,3
11.4372,1.0468,3
11.4372,0.9292,3
11.4372,0.8977,3
11.4372,0.9566,3
11.4373,1.0742,3
11.4373,1.2233,3
11.4373,1.3450,3
11.4373,1.4908,3
11.4373,1.5456,3
11.4373,1.5110,3
11.4374,1.3909,3
11.4374,1.2837,3
11.4374,1.2032,3
11.4374,1.1943,3
11.4374,1.2862,3
11.4374,1.4707,3
11.4375,1.6697,3
11.4375,1.8744,3
11.4375,2.0670,3
11.4375,2.2403,3
11.4375,2.3894,3
11.4375,2.4941,3
11.4375,2.5256,3
11.4376,2.4837,3
11.4376,2.3926,3
11.4376,2.2814,3
11.4376,2.1549,3
11.4376,2.0114,3
11.4376,1.8817,3
11.4377,1.7793,3
11.4377,1.7165,3
11.4377,1.7133,3
11.4377,1.7245,3
11.4377,1.7753,3
11.4377,1.8712,3
11.4378,1.9631,3
11.4378,2.0429,3
11.4378,2.1001,3
11.4378,2.0944,3
11.4378,2.0429,3
11.4378,1.9510,3
11.4378,1.8519,3
11.4379,1.7519,3
11.4379,1.6907,3
11.4379,1.6609,3
11.4379,1.6407,3
11.4379,1.6214,3
11.4379,1.6012,3
11.4380,1.6149,3
11.4380,1.6375,3
11.4380,1.6971,3
11.4380,1.7737,3
11.4380,1.8204,3
11.4380,1.8075,3
11.4381,1.6963,3
11.4381,1.4659,3
11.4381,1.2499,3
11.4381,1.1161,3
11.4381,1.0597,3
11.4381,1.0726,3
11.4382,1.1443,3
11.4382,1.2249,3
11.4382,1.3369,3
11.4382,1.4489,3
11.4382,1.5513,3
11.4382,1.6149,3
11.4382,1.6681,3
11.4383,1.6923,3
11.4383,1.6923,3
11.4383,1.7076,3
11.4383,1.6867,3
11.4383,1.6133,3
11.4383,1.5287,3
11.4384,1.4199,3
11.4384,1.2749,3
11.4384,1.0041,3
11.4384,0.6995,3
11.4384,0.5053,3
11.4384,0.5117,3
11.4385,0.5762,3
11.4385,0.7164,3
11.4385,0.9654,3
11.4385,1.2708,3
11.4385,1.5835,3
11.4385,1.8406,3
11.4386,2.0791,3
11.4386,2.2548,3
11.4386,2.3507,3
11.4386,2.4063,3
11.4386,2.4611,3
11.4386,2.4893,3
11.4387,2.5997,3
11.4387,2.3418,3
11.4387,2.1234,3
11.4387,1.8954,3
11.4387,1.7270,3
11.4387,1.6367,3
11.4388,1.5489,3
11.4388,1.4723,3
11.4388,1.4393,3
11.4388,1.3401,3
11.4388,1.2483,3
11.4388,1.1733,3
11.4388,1.1338,3
11.4389,1.1226,3
11.4389,1.1443,3
11.4389,1.2305,3
11.4389,1.3297,3
11.4389,1.3933,3
11.4390,1.4401,3
11.4390,1.5569,3
11.4390,1.7366,3
11.4390,1.9284,3
11.4390,2.1033,3
11.4390,2.1936,3
11.4391,2.2242,3
11.4391,2.1428,3
11.4391,1.9816,3
11.4391,1.7801,3
11.4391,1.6319,3
11.4391,1.5972,3
11.4391,1.6335,3
11.4392,1.5996,3
11.4392,1.3901,3
11.4392,1.2168,3
11.4392,1.1645,3
11.4392,1.1048,3
11.4392,1.1218,3
11.4393,1.2265,3
11.4393,1.3434,3
11.4393,1.4868,3
11.4393,1.5932,3
11.4393,1.6907,3
11.4393,1.8212,3
11.4394,1.8857,3
11.4394,1.9655,3
11.4394,2.0646,3
11.4394,2.1702,3
11.4394,2.2024,3
11.4395,2.0751,3
11.4395,1.7519,3
11.4395,1.3442,3
11.5454,0.9630,3
11.5455,0.6519,3
11.5455,0.5045,3
11.5455,0.5093,3
11.5455,0.6584,3
11.5455,0.9147,3
11.5456,1.2692,3
11.5456,1.5392,3
11.5456,1.7229,3
11.5456,1.9848,3
11.5456,2.2314,3
11.5456,2.2999,3
11.5457,2.1903,3
11.5457,2.0195,3
11.5457,1.9421,3
11.5457,1.8841,3
11.5457,1.8285,3
11.5457,1.8116,3
11.5458,1.9083,3
11.5458,2.0219,3
11.5458,2.1653,3
11.5458,2.3265,3
11.5458,2.4869,3
11.5458,2.4111,3
11.5458,2.3048,3
11.5459,2.2282,3
11.5459,2.1081,3
11.5459,1.8994,3
11.5459,1.7600,3
11.5459,1.7084,3
11.5459,1.6963,3
11.5460,1.6947,3
11.5460,1.6077,3
11.5460,1.4522,3
11.5460,1.3031,3
11.5460,1.2023,3
11.5460,1.2265,3
11.5461,1.3700,3
11.5461,1.5642,3
11.5461,1.7761,3
11.5461,1.9059,3
11.5461,1.7576,3
11.5461,1.5763,3
11.5461,1.5247,3
11.5462,1.5464,3
11.5462,1.6867,3
11.5462,1.8986,3
11.5462,2.1653,3
11.5462,2.4039,3
11.5462,2.5755,3
11.5463,2.6569,3
11.5463,2.6561,3
11.5463,2.5836,3
11.5463,2.4635,3
11.5463,2.3837,3
11.5463,2.0856,3
11.5464,1.6714,3
11.5464,1.2394,3
11.5464,0.7285,3
11.5464,0.3248,3
11.5464,0.1322,3
11.5464,0.1878,3
11.5464,0.3223,3
11.5465,0.5093,3
11.5465,0.7269,3
11.5465,1.0170,3
11.5465,1.3627,3
11.5465,1.7141,3
11.5465,2.0598,3
11.5466,2.2975,3
11.5466,2.3410,3
11.5466,2.3273,3
11.5466,2.3193,3
11.5466,2.2612,3
11.5466,2.1323,3
11.5466,2.0090,3
11.5467,1.9083,3
11.5467,1.8543,3
11.5467,1.8680,3
11.5467,1.8978,3
11.5467,1.8914,3
11.5468,1.8229,3
11.5468,1.5964,3
11.5468,1.4473,3
11.5468,1.3361,3
11.5468,1.3136,3
11.5468,1.4159,3
11.5469,1.6101,3
11.5469,1.8535,3
11.5469,2.0622,3
11.5469,2.1702,3
11.5469,2.1887,3
11.5469,2.1371,3
11.5470,2.0807,3
11.5470,2.0662,3
11.5470,2.0872,3
11.5470,2.1549,3
11.5470,2.1992,3
11.5470,2.0493,3
11.5471,1.6552,3
11.5471,1.2410,3
11.5471,1.0057,3
11.5471,0.9388,3
11.5471,0.9815,3
11.5471,1.1113,3
11.5471,1.2442,3
11.5472,1.3780,3
11.5472,1.4989,3
11.5472,1.4425,3
11.5472,1.2499,3
11.5472,1.1403,3
11.5472,1.1749,3
11.5473,1.3192,3
11.5473,1.5964,3
11.5473,1.8495,3
11.5473,1.9026,3
11.5473,1.7697,3
11.5473,1.6633,3
11.5474,1.6101,3
11.5474,1.6319,3
11.5474,1.7068,3
11.5474,1.7971,3
11.5474,1.9131,3
11.5474,2.0558,3
11.5475,2.1790,3
11.5475,2.2548,3
11.5475,2.2298,3
11.5475,2.1291,3
11.5475,2.0445,3
11.5475,2.0114,3
11.5475,1.9631,3
11.5476,1.7785,3
11.5476,1.3208,3
11.5476,0.7978,3
11.5476,0.4166,3
11.5476,0.2667,3
11.5477,0.2700,3
11.5477,0.4295,3
11.5477,0.7430,3
11.5477,1.1854,3
11.5477,1.6899,3
11.5477,2.2177,3
11.5478,2.6875,3
11.5478,3.0220,3
11.5478,3.0413,3
11.5478,2.7738,3
11.5478,2.4289,3
11.5478,2.1508,3
11.5479,1.9421,3
11.5479,1.7350,3
11.5479,1.5875,3
11.5479,1.5400,3
11.5479,1.5811,3
11.5479,1.6826,3
11.5480,1.8414,3
11.5480,2.0074,3
11.5480,2.0477,3
11.5480,1.8954,3
11.5480,1.6834,3
11.5480,1.5134,3
11.5481,1.3216,3
11.5481,1.0919,3
11.5481,0.6584,3
11.5481,0.2933,3
11.5481,0.2136,3
11.5481,0.3594,3
11.5481,0.6600,3
11.5482,1.1226,3
11.5482,1.6754,3
11.5482,2.1533,3
11.5482,2.5715,3
11.5482,2.9486,3
11.5482,3.2186,3
11.5483,3.2533,3
11.5483,3.0599,3
11.5483,2.8858,3
11.5483,2.7335,3
11.5483,2.6045,3
11.5483,2.4982,3
11.5484,2.2290,3
11.5484,1.9905,3
11.5484,1.7866,3
11.5484,1.6190,3
11.5484,1.4804,3
11.5484,1.3313,3
11.5484,1.1572,3
11.5485,1.0629,3
11.5485,1.0879,3
11.5485,1.1201,3
11.5485,0.9549,3
11.5485,0.7027,3
11.5485,0.5182,3
11.5486,0.5601,3
11.5486,0.7349,3
11.5486,1.0903,3
11.5486,1.5650,3
11.5486,2.0646,3
11.5486,2.5086,3
11.5486,2.8108,3
11.5487,2.8713,3
11.5487,2.7601,3
11.5487,2.5530,3
11.5487,2.3177,3
11.5487,2.0840,3
11.5487,1.8728,3
11.5488,1.7286,3
11.5488,1.6270,3
11.5488,1.5182,3
11.5488,1.4352,3
11.5488,1.3925,3
11.5488,1.3458,3
11.5489,1.3063,3
11.5489,1.2128,3
