Zaman (sn),CH1 (V),CH2 (V),Label
24.3001,1.6568,1.5972,1
24.3001,1.6536,1.6012,1
24.3001,1.6512,1.6037,1
24.3001,1.6488,1.6077,1
24.3001,1.6432,1.6077,1
24.3001,1.6423,1.6270,1
24.3001,1.6391,1.6190,1
24.3001,1.6423,1.6246,1
24.3001,1.6423,1.6270,1
24.3001,1.6432,1.6238,1
24.3001,1.6472,1.6270,1
24.3001,1.6488,1.6206,1
24.3001,1.6504,1.6069,1
24.3001,1.6536,1.5996,1
24.3001,1.6641,1.6004,1
24.3001,1.6577,1.5835,1
24.3001,1.6560,1.5875,1
24.3001,1.6544,1.6021,1
24.3001,1.6544,1.6238,1
24.3001,1.6512,1.6295,1
24.3001,1.6464,1.6230,1
24.3001,1.6496,1.6303,1
24.3001,1.6456,1.6270,1
24.3001,1.6440,1.6359,1
24.3001,1.6456,1.6286,1
24.3001,1.6544,1.6206,1
24.3001,1.6552,1.6254,1
24.3001,1.6520,1.6101,1
24.3001,1.6560,1.5884,1
24.3001,1.6552,1.5811,1
24.3001,1.6552,1.5916,1
24.3001,1.6423,1.6021,1
24.3001,1.6496,1.6109,1
24.3001,1.6472,1.6149,1
24.3001,1.6464,1.6246,1
24.3001,1.6448,1.6327,1
24.3001,1.6448,1.6286,1
24.3001,1.6456,1.6238,1
24.3001,1.6488,1.6254,1
24.3001,1.6520,1.6286,1
24.3001,1.6520,1.6286,1
24.3001,1.6641,1.6230,1
24.3001,1.6609,1.6262,1
24.3001,1.6585,1.6149,1
24.3001,1.6552,1.6077,1
24.3001,1.6585,1.5916,1
24.3001,1.6617,1.5996,1
24.3001,1.6593,1.6141,1
24.3001,1.6577,1.6125,1
24.3001,1.6593,1.5980,1
24.3001,1.6552,1.5972,1
24.3001,1.6528,1.5956,1
24.3001,1.6577,1.5956,1
24.3001,1.6593,1.6069,1
24.3001,1.6552,1.6093,1
24.3001,1.6488,1.6262,1
24.3001,1.6472,1.6230,1
24.3001,1.6512,1.6093,1
24.3001,1.6440,1.6061,1
24.3001,1.6440,1.6021,1
24.3001,1.6504,1.6085,1
24.3001,1.6512,1.5948,1
24.3001,1.6488,1.5859,1
24.3001,1.6504,1.5771,1
24.3001,1.6536,1.5771,1
24.3001,1.6577,1.5867,1
24.3001,1.6593,1.5843,1
24.3001,1.6504,1.6004,1
24.3001,1.6552,1.6021,1
24.3001,1.6577,1.6045,1
24.3001,1.6560,1.5908,1
24.3001,1.6528,1.5948,1
24.3501,1.6520,1.6004,1
24.3501,1.6544,1.6069,1
24.3501,1.6568,1.5940,1
24.3501,1.6528,1.5779,1
24.3501,1.6520,1.5892,1
24.3501,1.6633,1.5859,1
24.3501,1.6609,1.5690,1
24.3501,1.6520,1.5875,1
24.3501,1.6528,1.5924,1
24.3501,1.6552,1.6085,1
24.3501,1.6544,1.6012,1
24.3501,1.6512,1.6021,1
24.3501,1.6504,1.6278,1
24.3501,1.6528,1.6407,1
24.3501,1.6480,1.6158,1
24.3501,1.6456,1.6214,1
24.3501,1.6464,1.6311,1
24.3501,1.6496,1.6206,1
24.3501,1.6488,1.6166,1
24.3501,1.6512,1.6101,1
24.3501,1.6496,1.6198,1
24.3501,1.6423,1.5924,1
24.3501,1.6448,1.5803,1
24.3501,1.6432,1.5666,1
24.3501,1.6456,1.5932,1
24.3501,1.6480,1.5972,1
24.3501,1.6504,1.6004,1
24.3501,1.6504,1.6045,1
24.3501,1.6472,1.6053,1
24.3501,1.6496,1.5956,1
24.3501,1.6472,1.5940,1
24.3501,1.6512,1.6359,1
24.3501,1.6496,1.6399,1
24.3501,1.6520,1.6391,1
24.3501,1.6504,1.6230,1
24.3501,1.6456,1.6190,1
24.3501,1.6423,1.6206,1
24.3501,1.6448,1.6174,1
24.3501,1.6448,1.6270,1
24.3501,1.6423,1.6472,1
24.3501,1.6456,1.6512,1
24.3501,1.6440,1.6464,1
24.3501,1.6423,1.6496,1
24.3501,1.6440,1.6657,1
24.3501,1.6456,1.6730,1
24.3501,1.6464,1.6391,1
24.3501,1.6472,1.6423,1
24.3501,1.6464,1.6440,1
24.3501,1.6456,1.6149,1
24.3501,1.6448,1.6093,1
24.3501,1.6440,1.6101,1
24.3501,1.6496,1.6029,1
24.3501,1.6488,1.5980,1
24.3501,1.6480,1.5972,1
24.3501,1.6512,1.5908,1
24.3501,1.6512,1.6182,1
24.3501,1.6496,1.6214,1
24.3501,1.6520,1.6303,1
24.3501,1.6520,1.6472,1
24.3501,1.6496,1.6520,1
24.3501,1.6472,1.6399,1
24.3501,1.6496,1.6343,1
24.3501,1.6496,1.6246,1
24.3501,1.6456,1.6133,1
24.3501,1.6432,1.6190,1
24.3501,1.6432,1.6206,1
24.3501,1.6343,1.5940,1
24.3501,1.6319,1.5771,1
24.3501,1.6351,1.5851,1
24.3501,1.6359,1.5787,1
24.3501,1.6359,1.5875,1
24.3501,1.6351,1.5916,1
24.3501,1.6351,1.6053,1
24.3501,1.6335,1.6149,1
24.3501,1.6311,1.6053,1
24.3501,1.6367,1.6069,1
24.3501,1.6464,1.6303,1
24.3501,1.6440,1.6311,1
24.3501,1.6440,1.6198,1
24.3501,1.6472,1.6012,1
24.3501,1.6456,1.6069,1
24.3501,1.6407,1.6037,1
24.3501,1.6432,1.6021,1
24.3501,1.6440,1.6012,1
24.3501,1.6464,1.6069,1
24.3501,1.6383,1.5948,1
24.3501,1.6383,1.5964,1
24.3501,1.6375,1.5988,1
24.3501,1.6359,1.6214,1
24.3501,1.6335,1.6335,1
24.3501,1.6351,1.6182,1
24.4012,1.6327,1.6085,1
24.4012,1.6351,1.6021,1
24.4012,1.6383,1.5956,1
24.4012,1.6568,1.6012,1
24.4012,1.6552,1.6053,1
24.4012,1.6536,1.6069,1
24.4012,1.6528,1.6254,1
24.4012,1.6496,1.6085,1
24.4012,1.6488,1.6125,1
24.4012,1.6528,1.6319,1
24.4012,1.6512,1.6544,1
24.4012,1.6456,1.6681,1
24.4012,1.6512,1.6730,1
24.4012,1.6286,1.6577,1
24.4012,1.6311,1.6504,1
24.4012,1.6351,1.6705,1
24.4012,1.6407,1.6496,1
24.4012,1.6432,1.6512,1
24.4012,1.6448,1.6423,1
24.4012,1.6496,1.6407,1
24.4012,1.6528,1.6230,1
24.4012,1.6528,1.6359,1
24.4012,1.6448,1.6085,1
24.4012,1.6520,1.6222,1
24.4012,1.6512,1.6375,1
24.4012,1.6496,1.6174,1
24.4012,1.6512,1.6230,1
24.4012,1.6552,1.6182,1
24.4012,1.6552,1.6295,1
24.4012,1.6423,1.6262,1
24.4012,1.6480,1.6319,1
24.4012,1.6504,1.5884,1
24.4012,1.6480,1.6085,1
24.4012,1.6488,1.6021,1
24.4012,1.6496,1.6141,1
24.4012,1.6472,1.6270,1
24.4012,1.6407,1.6303,1
24.4012,1.6440,1.6295,1
24.4012,1.6407,1.6359,1
24.4012,1.6456,1.6254,1
24.4012,1.6456,1.6133,1
24.4012,1.6407,1.6254,1
24.4012,1.6399,1.6190,1
24.4012,1.6335,1.6198,1
24.4012,1.6359,1.6077,1
24.4012,1.6383,1.5948,1
24.4012,1.6383,1.6004,1
24.4012,1.6359,1.5908,1
24.4012,1.6391,1.5884,1
24.4012,1.6359,1.5972,1
24.4012,1.6351,1.6109,1
24.4012,1.6423,1.6166,1
24.4012,1.6440,1.6303,1
24.4012,1.6448,1.6399,1
24.4012,1.6472,1.6311,1
24.4012,1.6456,1.6262,1
24.4012,1.6432,1.5916,1
24.4012,1.6448,1.6174,1
24.4012,1.6432,1.6037,1
24.4012,1.6440,1.5964,1
24.4012,1.6391,1.6021,1
24.4012,1.6399,1.6037,1
24.4012,1.6415,1.5996,1
24.4012,1.6391,1.5940,1
24.4012,1.6343,1.5980,1
24.4012,1.6367,1.5972,1
24.4012,1.6383,1.6319,1
24.4012,1.6303,1.6230,1
24.4012,1.6351,1.6343,1
24.4012,1.6359,1.6391,1
24.4012,1.6351,1.6286,1
24.4012,1.6270,1.6343,1
24.4012,1.6327,1.6295,1
24.4012,1.6351,1.6351,1
24.4012,1.6383,1.6351,1
24.4012,1.6415,1.6456,1
24.4012,1.6456,1.6448,1
24.4012,1.6464,1.6464,1
24.4012,1.6423,1.6391,1
24.4012,1.6432,1.6440,1
24.4012,1.6432,1.6472,1
24.4012,1.6440,1.6432,1
24.4012,1.6391,1.6399,1
24.4012,1.6391,1.6214,1
24.4012,1.6351,1.6166,1
24.4012,1.6311,1.6045,1
24.4012,1.6295,1.6004,1
24.4012,1.6295,1.6061,1
24.4012,1.6286,1.6117,1
24.4012,1.6319,1.5980,1
24.4012,1.6351,1.5972,1
24.4012,1.6407,1.5956,1
24.4012,1.6399,1.6004,1
24.4012,1.6415,1.6158,1
24.4012,1.6423,1.6286,1
24.4012,1.6423,1.6327,1
24.4012,1.6423,1.6415,1
24.4012,1.6448,1.6230,1
24.4012,1.6423,1.6166,1
24.4012,1.6399,1.6375,1
24.4012,1.6399,1.6383,1
24.4485,1.6375,1.6399,1
24.4485,1.6375,1.6399,1
24.4485,1.6375,1.6295,1
24.4485,1.6391,1.6174,1
24.4485,1.6343,1.6158,1
24.4485,1.6327,1.6045,1
24.4485,1.6351,1.6214,1
24.4485,1.6415,1.6149,1
24.4485,1.6391,1.5924,1
24.4485,1.6391,1.5884,1
24.4485,1.6383,1.5908,1
24.4485,1.6327,1.6053,1
24.4485,1.6295,1.6069,1
24.4485,1.6311,1.6085,1
24.4485,1.6359,1.6141,1
24.4485,1.6335,1.6069,1
24.4485,1.6311,1.6012,1
24.4485,1.6295,1.6174,1
24.4485,1.6319,1.6238,1
24.4485,1.6319,1.6270,1
24.4485,1.6343,1.6367,1
24.4485,1.6423,1.6133,1
24.4485,1.6399,1.6109,1
24.4485,1.6391,1.6141,1
24.4485,1.6407,1.6149,1
24.4485,1.6407,1.6238,1
24.4485,1.6399,1.6206,1
24.4485,1.6415,1.6166,1
24.4485,1.6375,1.6182,1
24.4485,1.6319,1.6198,1
24.4485,1.6286,1.6101,1
24.4485,1.6295,1.6174,1
24.4485,1.6295,1.6190,1
24.4485,1.6278,1.6230,1
24.4485,1.6311,1.6254,1
24.4485,1.6327,1.6141,1
24.4485,1.6319,1.6125,1
24.4485,1.6286,1.6069,1
24.4485,1.6327,1.6037,1
24.4485,1.6359,1.6061,1
24.4485,1.6359,1.6004,1
24.4485,1.6359,1.5964,1
24.4485,1.6367,1.5996,1
24.4485,1.6327,1.5859,1
24.4485,1.6278,1.5795,1
24.4485,1.6415,1.5916,1
24.4485,1.6456,1.5964,1
24.4485,1.6423,1.5988,1
24.4485,1.6440,1.6093,1
24.4485,1.6456,1.6101,1
24.4485,1.6440,1.6141,1
24.4485,1.6383,1.6053,1
24.4485,1.6399,1.6053,1
24.4485,1.6423,1.5956,1
24.4485,1.6399,1.5892,1
24.4485,1.6295,1.5626,1
24.4485,1.6319,1.5722,1
24.4485,1.6327,1.5755,1
24.4485,1.6303,1.5722,1
24.4485,1.6319,1.5698,1
24.4485,1.6343,1.5601,1
24.4485,1.6359,1.5755,1
24.4485,1.6391,1.5747,1
24.4485,1.6432,1.5932,1
24.4485,1.6423,1.5956,1
24.4485,1.6415,1.6214,1
24.4485,1.6407,1.6085,1
24.4485,1.6415,1.5980,1
24.4485,1.6407,1.6004,1
24.4485,1.6407,1.5900,1
24.4485,1.6432,1.5924,1
24.4485,1.6399,1.5956,1
24.4485,1.6359,1.6117,1
24.4485,1.6383,1.6037,1
24.4485,1.6391,1.6085,1
24.4485,1.6391,1.6053,1
24.4485,1.6375,1.6061,1
24.4485,1.6391,1.6125,1
24.4485,1.6383,1.6029,1
24.4485,1.6391,1.6085,1
24.4485,1.6407,1.6117,1
24.4485,1.6423,1.6077,1
24.4485,1.6391,1.5875,1
24.4485,1.6367,1.5940,1
24.4485,1.6367,1.5916,1
24.4485,1.6367,1.5859,1
24.4485,1.6319,1.5996,1
24.4485,1.6367,1.6125,1
24.4485,1.6375,1.6222,1
24.4485,1.6351,1.6238,1
24.4485,1.6351,1.6311,1
24.4485,1.6407,1.6238,1
24.4485,1.6432,1.6391,1
24.4485,1.6407,1.6488,1
24.4485,1.6440,1.6585,1
24.4901,1.6448,1.6826,1
24.4901,1.6440,1.6609,1
24.4901,1.6375,1.6407,1
24.4901,1.6415,1.6230,1
24.4901,1.6399,1.6206,1
24.4901,1.6367,1.6214,1
24.4901,1.6343,1.6198,1
24.4901,1.6303,1.6158,1
24.4901,1.6335,1.5996,1
24.4901,1.6327,1.5988,1
24.4901,1.6359,1.5819,1
24.4901,1.6375,1.6053,1
24.4901,1.6391,1.6133,1
24.4901,1.6383,1.6286,1
24.4901,1.6423,1.6359,1
24.4901,1.6464,1.6335,1
24.4901,1.6448,1.6295,1
24.4901,1.6528,1.6351,1
24.4901,1.6601,1.6343,1
24.4901,1.6552,1.6238,1
24.4901,1.6544,1.6149,1
24.4901,1.6528,1.6045,1
24.4901,1.6504,1.6053,1
24.4901,1.6480,1.6085,1
24.4901,1.6456,1.6133,1
24.4901,1.6407,1.6141,1
24.4901,1.6423,1.6085,1
24.4901,1.6440,1.6061,1
24.4901,1.6286,1.6125,1
24.4901,1.6303,1.6158,1
24.4901,1.6295,1.6270,1
24.4901,1.6343,1.6327,1
24.4901,1.6367,1.6278,1
24.4901,1.6399,1.6198,1
24.4901,1.6496,1.6037,1
24.4901,1.6464,1.5996,1
24.4901,1.6432,1.6117,1
24.4901,1.6391,1.6069,1
24.4901,1.6496,1.5956,1
24.4901,1.6488,1.5859,1
24.4901,1.6488,1.5932,1
24.4901,1.6488,1.5819,1
24.4901,1.6512,1.5884,1
24.4901,1.6472,1.6012,1
24.4901,1.6407,1.6174,1
24.4901,1.6456,1.6141,1
24.4901,1.6448,1.6166,1
24.4901,1.6448,1.6037,1
24.4901,1.6456,1.6133,1
24.4901,1.6440,1.6278,1
24.4901,1.6415,1.6254,1
24.4901,1.6415,1.6246,1
24.4901,1.6367,1.6311,1
24.4901,1.6367,1.6319,1
24.4901,1.6367,1.6432,1
24.4901,1.6391,1.6327,1
24.4901,1.6230,1.6303,1
24.4901,1.6270,1.6496,1
24.4901,1.6295,1.6488,1
24.4901,1.6335,1.6488,1
24.4901,1.6335,1.6133,1
24.4901,1.6311,1.6367,1
24.4901,1.6375,1.6214,1
24.4901,1.6367,1.6270,1
24.4901,1.6343,1.6109,1
24.4901,1.6359,1.6270,1
24.4901,1.6536,1.6278,1
24.4901,1.6456,1.6158,1
24.4901,1.6399,1.6295,1
24.4901,1.6407,1.6270,1
24.4901,1.6407,1.6560,1
24.4901,1.6399,1.6407,1
24.4901,1.6319,1.6343,1
24.4901,1.6375,1.6125,1
24.4901,1.6423,1.6270,1
24.4901,1.6359,1.6278,1
24.4901,1.6399,1.6278,1
24.4901,1.6383,1.6262,1
24.4901,1.6375,1.6158,1
24.4901,1.6367,1.6053,1
24.4901,1.6415,1.6085,1
24.4901,1.6399,1.6093,1
24.4901,1.6432,1.6222,1
24.4901,1.6407,1.6327,1
24.4901,1.6351,1.6149,1
24.4901,1.6383,1.5610,1
24.4901,1.6407,1.5658,1
24.4901,1.6448,1.5859,1
24.4901,1.6423,1.5851,1
24.4901,1.6415,1.5988,1
24.5433,1.6440,1.5964,1
24.5433,1.6432,1.5964,1
24.5433,1.6448,1.5964,1
24.5433,1.6448,1.5964,1
24.5433,1.6448,1.5932,1
24.5433,1.6415,1.6641,1
24.5433,1.6423,1.6609,1
24.5433,1.6456,1.6359,1
24.5433,1.6488,1.6303,1
24.5433,1.6472,1.6278,1
24.5433,1.6472,1.6133,1
24.5433,1.6520,1.6246,1
24.5433,1.6488,1.6182,1
24.5433,1.6456,1.6149,1
24.5433,1.6488,1.6174,1
24.5433,1.6448,1.6061,1
24.5433,1.6375,1.6029,1
24.5433,1.6383,1.6198,1
24.5433,1.6407,1.6141,1
24.5433,1.6407,1.6093,1
24.5433,1.6367,1.6206,1
24.5433,1.6367,1.6029,1
24.5433,1.6415,1.6085,1
24.5433,1.6391,1.6101,1
24.5433,1.6432,1.6174,1
24.5433,1.6504,1.6061,1
24.5433,1.6456,1.6125,1
24.5433,1.6423,1.6133,1
24.5433,1.6423,1.6262,1
24.5433,1.6423,1.6222,1
24.5433,1.6440,1.6512,1
24.5433,1.6448,1.6415,1
24.5433,1.6448,1.6448,1
24.5433,1.6456,1.6464,1
24.5433,1.6399,1.6399,1
24.5433,1.6415,1.6448,1
24.5433,1.6432,1.6407,1
24.5433,1.6440,1.6295,1
24.5433,1.6456,1.6311,1
24.5433,1.6464,1.6343,1
24.5433,1.6440,1.6101,1
24.5433,1.6415,1.6238,1
24.5433,1.6440,1.6278,1
24.5433,1.6440,1.6254,1
24.5433,1.6440,1.6359,1
24.5433,1.6456,1.6335,1
24.5433,1.6480,1.6577,1
24.5433,1.6480,1.6512,1
24.5433,1.6448,1.6472,1
24.5433,1.6609,1.6335,1
24.5433,1.6601,1.6246,1
24.5433,1.6577,1.6182,1
24.5433,1.6568,1.6061,1
24.5433,1.6601,1.5964,1
24.5433,1.6593,1.6093,1
24.5433,1.6560,1.6045,1
24.5433,1.6593,1.5932,1
24.5433,1.6560,1.6125,1
24.5433,1.6568,1.6149,1
24.5433,1.6432,1.6286,1
24.5433,1.6448,1.6407,1
24.5433,1.6448,1.6536,1
24.5433,1.6407,1.6859,1
24.5433,1.6423,1.6931,1
24.5433,1.6432,1.6617,1
24.5433,1.6456,1.6593,1
24.5433,1.6480,1.6577,1
24.5433,1.6544,1.6560,1
24.5433,1.6488,1.6480,1
24.5433,1.6480,1.6528,1
24.5433,1.6512,1.6214,1
24.5433,1.6512,1.6101,1
24.5433,1.6496,1.5892,1
24.5433,1.6488,1.5884,1
24.5433,1.6504,1.5996,1
24.5433,1.6480,1.5948,1
24.5433,1.6415,1.5980,1
24.5433,1.6367,1.5819,1
24.5433,1.6423,1.5956,1
24.5433,1.6391,1.6012,1
24.5433,1.6399,1.6246,1
24.5433,1.6399,1.6432,1
24.5433,1.6391,1.6448,1
24.5433,1.6375,1.6488,1
24.5433,1.6359,1.6367,1
24.5433,1.6367,1.6520,1
24.5433,1.6375,1.6504,1
24.5433,1.6407,1.6504,1
24.5433,1.6391,1.6391,1
24.5433,1.6375,1.6391,1
24.5433,1.6335,1.6432,1
24.5433,1.6367,1.6375,1
24.5433,1.6383,1.6351,1
24.5433,1.6391,1.6262,1
24.5433,1.6432,1.6222,1
24.5433,1.6407,1.6109,1
24.5433,1.6383,1.6077,1
24.5433,1.6391,1.6133,1
24.5433,1.6399,1.6190,1
24.5900,1.6423,1.6149,1
24.5900,1.6391,1.6125,1
24.5900,1.6423,1.6133,1
24.5900,1.6407,1.6061,1
24.5900,1.6383,1.6069,1
24.5900,1.6375,1.6214,1
24.5900,1.6399,1.6343,1
24.5900,1.6391,1.6407,1
24.5900,1.6367,1.6432,1
24.5900,1.6383,1.6544,1
24.5900,1.6391,1.6432,1
24.5900,1.6407,1.6440,1
24.5900,1.6415,1.6319,1
24.5900,1.6456,1.6440,1
24.5900,1.6448,1.6496,1
24.5900,1.6423,1.6440,1
24.5900,1.6456,1.6456,1
24.5900,1.6448,1.6375,1
24.5900,1.6415,1.6343,1
24.5900,1.6399,1.6222,1
24.5900,1.6432,1.6262,1
24.5900,1.6440,1.6238,1
24.5900,1.6359,1.6158,1
24.5900,1.6423,1.6069,1
24.5900,1.6456,1.5996,1
24.5900,1.6472,1.6158,1
24.5900,1.6440,1.6053,1
24.5900,1.6488,1.5819,1
24.5900,1.6488,1.5859,1
24.5900,1.6456,1.5763,1
24.5900,1.6440,1.5867,1
24.5900,1.6432,1.5980,1
24.5900,1.6440,1.5980,1
24.5900,1.6367,1.5908,1
24.5900,1.6383,1.5948,1
24.5900,1.6367,1.5819,1
24.5900,1.6351,1.5682,1
24.5900,1.6375,1.5932,1
24.5900,1.6415,1.5908,1
24.5900,1.6440,1.5996,1
24.5900,1.6448,1.5980,1
24.5900,1.6504,1.5803,1
24.5900,1.6488,1.5795,1
24.5900,1.6480,1.5851,1
24.5900,1.6480,1.6077,1
24.5900,1.6472,1.6141,1
24.5900,1.6456,1.6383,1
24.5900,1.6448,1.6214,1
24.5900,1.6472,1.6286,1
24.5900,1.6472,1.6343,1
24.5900,1.6464,1.6359,1
24.5900,1.6423,1.6190,1
24.5900,1.6448,1.6367,1
24.5900,1.6456,1.6278,1
24.5900,1.6423,1.6117,1
24.5900,1.6464,1.6012,1
24.5900,1.6464,1.5795,1
24.5900,1.6432,1.6093,1
24.5900,1.6415,1.6085,1
24.5900,1.6440,1.6093,1
24.5900,1.6415,1.6021,1
24.5900,1.6432,1.6198,1
24.5900,1.6464,1.6069,1
24.5900,1.6464,1.6270,1
24.5900,1.6448,1.6254,1
24.5900,1.6496,1.6319,1
24.5900,1.6536,1.6464,1
24.5900,1.6512,1.6311,1
24.5900,1.6456,1.6206,1
24.5900,1.6472,1.6166,1
24.5900,1.6480,1.6311,1
24.5900,1.6440,1.6407,1
24.5900,1.6440,1.6577,1
24.5900,1.6440,1.6456,1
24.5900,1.6456,1.6440,1
24.5900,1.6399,1.6415,1
24.5900,1.6423,1.6512,1
24.5900,1.6440,1.6496,1
24.5900,1.6432,1.6504,1
24.5900,1.6407,1.6496,1
24.5900,1.6432,1.6351,1
24.5900,1.6448,1.6246,1
24.5900,1.6415,1.6117,1
24.5900,1.6448,1.6230,1
24.5900,1.6464,1.6375,1
24.5900,1.6440,1.6311,1
24.5900,1.6432,1.6206,1
24.5900,1.6472,1.6214,1
24.5900,1.6496,1.6335,1
24.5900,1.6472,1.6472,1
24.5900,1.6496,1.6480,1
24.5900,1.6512,1.6448,1
24.5900,1.6488,1.6472,1
24.6301,1.6448,1.6456,1
24.6301,1.6440,1.6262,1
24.6301,1.6432,1.6303,1
24.6301,1.6407,1.6488,1
24.6301,1.6448,1.6440,1
24.6301,1.6472,1.6391,1
24.6301,1.6496,1.6230,1
24.6301,1.6456,1.6311,1
24.6301,1.6464,1.6351,1
24.6301,1.6456,1.6375,1
24.6301,1.6456,1.6222,1
24.6301,1.6480,1.6262,1
24.6301,1.6504,1.6270,1
24.6301,1.6536,1.6093,1
24.6301,1.6480,1.6149,1
24.6301,1.6480,1.6125,1
24.6301,1.6488,1.6125,1
24.6301,1.6448,1.6158,1
24.6301,1.6568,1.6117,1
24.6301,1.6617,1.6117,1
24.6301,1.6601,1.6190,1
24.6301,1.6544,1.6214,1
24.6301,1.6528,1.6246,1
24.6301,1.6488,1.6206,1
24.6301,1.6472,1.6206,1
24.6301,1.6488,1.6174,1
24.6301,1.6472,1.6141,1
24.6301,1.6480,1.6029,1
24.6301,1.6359,1.6069,1
24.6301,1.6383,1.6061,1
24.6301,1.6399,1.6069,1
24.6301,1.6432,1.5980,1
24.6301,1.6496,1.5972,1
24.6301,1.6512,1.6029,1
24.6301,1.6496,1.6101,1
24.6301,1.6488,1.6125,1
24.6301,1.6520,1.6061,1
24.6301,1.6528,1.6149,1
24.6301,1.6528,1.6117,1
24.6301,1.6528,1.6125,1
24.6301,1.6544,1.6133,1
24.6301,1.6536,1.6149,1
24.6301,1.6488,1.6166,1
24.6301,1.6496,1.6133,1
24.6301,1.6520,1.6037,1
24.6301,1.6488,1.6045,1
24.6301,1.6504,1.6182,1
24.6301,1.6512,1.6149,1
24.6301,1.6496,1.6311,1
24.6301,1.6448,1.6270,1
24.6301,1.6448,1.6238,1
24.6301,1.6432,1.6206,1
24.6301,1.6456,1.6198,1
24.6301,1.6472,1.6230,1
24.6301,1.6464,1.6391,1
24.6301,1.6448,1.6327,1
24.6301,1.6415,1.6286,1
24.6301,1.6480,1.6230,1
24.6301,1.6472,1.6069,1
24.6301,1.6456,1.6262,1
24.6301,1.6464,1.6286,1
24.6301,1.6480,1.6383,1
24.6301,1.6464,1.6383,1
24.6301,1.6407,1.6343,1
24.6301,1.6432,1.6254,1
24.6301,1.6432,1.6415,1
24.6301,1.6359,1.6327,1
24.6301,1.6190,1.6286,1
24.6301,1.6246,1.6335,1
24.6301,1.6270,1.6278,1
24.6301,1.6246,1.6238,1
24.6301,1.6270,1.6383,1
24.6301,1.6198,1.6432,1
24.6301,1.6254,1.6488,1
24.6301,1.6254,1.6375,1
24.6301,1.6327,1.6512,1
24.6301,1.6343,1.6601,1
24.6301,1.6464,1.6609,1
24.6301,1.6480,1.6423,1
24.6301,1.6448,1.6303,1
24.6301,1.6423,1.6262,1
24.6301,1.6423,1.6206,1
24.6301,1.6303,1.6077,1
24.6301,1.6262,1.5996,1
24.6301,1.6246,1.5972,1
24.6301,1.6238,1.5771,1
24.6301,1.6270,1.5811,1
24.6301,1.6238,1.5972,1
24.6301,1.6246,1.6182,1
24.6301,1.6262,1.6125,1
24.6301,1.6278,1.6117,1
24.6851,1.6222,1.6012,1
24.6851,1.6407,1.6077,1
24.6851,1.6415,1.6198,1
24.6851,1.6391,1.6246,1
24.6851,1.6367,1.6182,1
24.6851,1.6319,1.6141,1
24.6851,1.6319,1.6021,1
24.6851,1.6230,1.5884,1
24.6851,1.6286,1.6053,1
24.6851,1.6303,1.6085,1
24.6851,1.6327,1.6101,1
24.6851,1.6319,1.6037,1
24.6851,1.6343,1.5851,1
24.6851,1.6343,1.5932,1
24.6851,1.6335,1.5932,1
24.6851,1.6432,1.5908,1
24.6851,1.6472,1.5964,1
24.6851,1.6496,1.6158,1
24.6851,1.6488,1.6109,1
24.6851,1.6472,1.6149,1
24.6851,1.6440,1.6117,1
24.6851,1.6415,1.6133,1
24.6851,1.6432,1.6206,1
24.6851,1.6407,1.6012,1
24.6851,1.6415,1.6077,1
24.6851,1.6399,1.6182,1
24.6851,1.6383,1.5964,1
24.6851,1.6367,1.5851,1
24.6851,1.6343,1.5771,1
24.6851,1.6407,1.5722,1
24.6851,1.6432,1.5819,1
24.6851,1.6504,1.5900,1
24.6851,1.6432,1.5948,1
24.6851,1.6504,1.6270,1
24.6851,1.6480,1.6198,1
24.6851,1.6448,1.6166,1
24.6851,1.6488,1.6383,1
24.6851,1.6496,1.6593,1
24.6851,1.6359,1.6617,1
24.6851,1.6335,1.6609,1
24.6851,1.6359,1.6488,1
24.6851,1.6295,1.6391,1
24.6851,1.6295,1.6311,1
24.6851,1.6375,1.6149,1
24.6851,1.6391,1.6158,1
24.6851,1.6319,1.6238,1
24.6851,1.6311,1.6141,1
24.6851,1.6327,1.6045,1
24.6851,1.6432,1.6085,1
24.6851,1.6407,1.6037,1
24.6851,1.6440,1.6198,1
24.6851,1.6440,1.6278,1
24.6851,1.6488,1.6399,1
24.6851,1.6375,1.6343,1
24.6851,1.6399,1.6448,1
24.6851,1.6488,1.6295,1
24.6851,1.6448,1.6359,1
24.6851,1.6520,1.6311,1
24.6851,1.6520,1.6230,1
24.6851,1.6440,1.6335,1
24.6851,1.6391,1.6214,1
24.6851,1.6432,1.6182,1
24.6851,1.6399,1.6190,1
24.6851,1.6407,1.6343,1
24.6851,1.6399,1.6286,1
24.6851,1.6440,1.6270,1
24.6851,1.6432,1.6262,1
24.6851,1.6359,1.6270,1
24.6851,1.6375,1.6577,1
24.6851,1.6512,1.6488,1
24.6851,1.6512,1.6528,1
24.6851,1.6496,1.6536,1
24.6851,1.6480,1.6432,1
24.6851,1.6480,1.6319,1
24.6851,1.6456,1.6319,1
24.6851,1.6464,1.6423,1
24.6851,1.6472,1.6472,1
24.6851,1.6456,1.6568,1
24.6851,1.6472,1.6327,1
24.6851,1.6488,1.6440,1
24.6851,1.6391,1.6327,1
24.6851,1.6391,1.6391,1
24.6851,1.6359,1.6415,1
24.6851,1.6383,1.6536,1
24.6851,1.6375,1.6504,1
24.6851,1.6327,1.6528,1
24.6851,1.6375,1.6407,1
24.6851,1.6383,1.6343,1
24.6851,1.6399,1.6182,1
24.6851,1.6399,1.6295,1
